Frequency (Hz),Joe Z-Score Closed,Joe Z-Score Open,Mohammed Z-Score Closed,Mohammed Z-Score Open,Absolute Delta Closed,Absolute Delta Open,Higher Closed,Higher Open
11.0,-0.2992015067808478,-0.27548192344370503,0.0717737289402511,0.22270725690808627,3.7115194258561743,1.9339623559096264,Mohammed,Mohammed
11.5,-0.365316406417339,-0.40062131585629407,0.009771922072570868,0.2465614299326875,3.8444118802823324,3.578670426301869,Mohammed,Mohammed
12.0,-0.4636286418971353,-0.4240031142781371,-0.044629466471914785,0.11044292897065591,4.417966525422894,2.6536073195119396,Mohammed,Mohammed
12.5,-0.46926154319809776,-0.4425702808039556,-0.2896877307202597,-0.25137114281245004,2.04423411055464,0.30527254864814424,Mohammed,Joe
13.0,-0.4833241903176306,-0.3971990485743183,-0.29808326128667095,-0.3508530846386947,2.1201690712125214,1.697886094832786,Mohammed,Joe
13.5,-0.40323694607594984,-0.4035443966583027,-0.27974319997533603,-0.42717065324421505,1.3945507452517214,2.294138741345046,Mohammed,Joe
14.0,-0.33611902884255584,-0.4475929342787437,-0.41332322644862474,-0.5738489152804953,0.6951706117688667,3.074688099991489,Joe,Joe
14.5,-0.39074291436370817,-0.42810524709070263,-0.39494045359834024,-0.6744448423050804,0.10702117030067626,4.1801337872833715,Mohammed,Joe
15.0,-0.4338340872647844,-0.3298547830437784,-0.520481249233185,-0.7427446959103496,0.6531582057461023,5.906012152204843,Joe,Joe
15.5,-0.41394363952973384,-0.4189256993657138,-0.7035184688037799,-0.6745866206753898,2.6993555352705263,4.286683657046405,Joe,Joe
16.0,-0.44161123901704585,-0.5202191217687098,-0.5959470653436546,-0.6761976174711101,1.3156391034421118,3.138777497288281,Joe,Joe
16.5,-0.41034231556124046,-0.5617053746266644,-0.7334475357549907,-0.8086638783246033,3.0378931967632306,3.824130169946669,Joe,Joe
17.0,-0.39455948018215536,-0.5149434577338757,-0.5738134164135482,-1.022709657518776,1.6289587315935865,6.237033341401018,Joe,Joe
17.5,-0.394680829596147,-0.34069353916906525,-0.6462283288952932,-1.0154281288036642,2.347895447374283,8.172178626315599,Joe,Joe
18.0,-0.1692155890517486,-0.2405762537857604,-0.6538045327115596,-0.8050722130419251,4.979631988819083,7.476608169508347,Joe,Joe
18.5,-0.0718842388177685,-0.15197800947342122,-0.6348030768338735,-0.7050190507008418,5.894188983280048,7.615872876461737,Joe,Joe
19.0,-0.05148357737557852,-0.13300681511114118,-0.639282205720454,-0.5764348472131724,6.170050282382377,6.7062619159222585,Joe,Joe
19.5,0.027323546027358786,-0.06931301842431664,-0.5701545242641786,-0.4475658795780554,6.375968821311858,6.307208256271657,Joe,Joe
20.0,-0.023139756467735573,-0.12256426402428536,-0.4632836098302974,-0.5109849617057519,4.740757331859256,6.252284693759492,Joe,Joe
20.5,-0.1544598640401642,-0.31780885392794733,-0.48855247064065754,-0.4883909802736826,3.5031701237614756,3.814383635011462,Joe,Joe
21.0,-0.3180046262309539,-0.49199558129252075,-0.5395953187643738,-0.4930930713055866,2.1565868681301357,1.85735036477198,Joe,Joe
21.5,-0.5176960713743811,-0.5175906769303101,-0.6050921736250118,-0.4773752516818162,0.5439386443666292,1.425933801419399,Joe,Joe
22.0,-0.6164229232690418,-0.6031982400087963,-0.6678956563559595,-0.5932693679670961,0.049258785794658255,1.4598492964582075,Joe,Joe
22.5,-0.628084134877584,-0.7081479689137377,-0.6793798129522096,-0.5878400849467409,0.031274469818207695,0.2082789673647656,Joe,Joe
23.0,-0.6332883229266713,-0.8163630188953599,-0.599918048889541,-0.4677568347644219,0.8181395697121445,2.085876781399569,Mohammed,Mohammed
23.5,-0.7080905315173752,-0.8480955408439721,-0.5551393928238367,-0.21942706006092172,2.1116781278665604,4.626918289067055,Mohammed,Mohammed
24.0,-0.8691420394405971,-0.7575411763571771,-0.5505315821025589,-0.32055162806410165,3.9835505347501186,2.701567615517181,Mohammed,Mohammed
24.5,-0.896249403353443,-0.8544228673599251,-0.7031188324175464,-0.5078692022967439,2.7731114843508946,2.1708467287509263,Mohammed,Mohammed
25.0,-0.9207352232803411,-0.8952906952531433,-0.7725655082512626,-0.6556297453517496,2.359949755635725,1.3443206217690467,Mohammed,Mohammed
25.5,-0.9004186537906419,-0.9058520140099104,-0.7614652552283567,-0.8292819868922826,2.2400103378803227,0.05686133397167803,Mohammed,Joe
26.0,-0.9217452635735193,-0.9979074690215354,-0.8105694826928376,-0.8061768039598795,1.993375516497727,1.2017446499581075,Mohammed,Mohammed
26.5,-0.9862595972532409,-0.9817612698911837,-0.9079866499966288,-0.9371435700762205,1.7558430837140226,0.13161690824809158,Mohammed,Joe
27.0,-0.9347520333601478,-0.9729809083792916,-1.0537684661426117,-0.9697531791059649,0.2782560060020396,0.5182199689704476,Joe,Joe
27.5,-0.9522985940575098,-1.0355508507795594,-1.1567844754201075,-0.9769099930897164,1.1040114657248892,0.1368358888516381,Joe,Mohammed
28.0,-0.9675360956734224,-1.000016793061351,-1.0106273466529907,-1.0685052765914127,0.5225826973173029,1.0737872546653944,Mohammed,Joe
28.5,-0.9702797921499688,-0.9908992192169731,-0.9274334017175458,-1.1538162348135277,1.3812232057564637,1.9262706529204505,Mohammed,Joe
29.0,-0.9845193086616328,-0.9814936684359212,-0.8137822169263162,-0.9454143623695422,2.673164704101014,0.20719357055454934,Mohammed,Joe
29.5,-0.9013182506898656,-0.9416466929096836,-0.6957329206956576,-0.8458224846893552,2.904051035489168,0.20876804117792358,Mohammed,Mohammed
30.0,-0.9752407607186657,-0.965484363086949,-0.7159631233994076,-0.8216729806704115,3.540970935971066,0.693940815571789,Mohammed,Mohammed
